date,project,pod,regression_tests_automated,regression_tests_refactored,regression_tests_executed,regression_tests_passed,regression_tests_failed,shakedown_tests_automated,shakedown_tests_refactored,shakedown_tests_executed,shakedown_tests_passed,shakedown_tests_failed,defects_reported
15-09-2022,Aurora,2,651,389,323,79,244,60,49,9,6,3,0
15-09-2022,Discovery,2,148,86,84,52,32,53,4,27,17,10,3
15-09-2022,Mustangs,2,624,40,291,231,60,71,49,27,1,26,1
15-09-2022,ImpactTraining,3,253,59,138,97,41,70,0,44,34,10,5
15-09-2022,ImpactTraining,3,323,238,37,3,34,87,8,12,6,6,0
15-09-2023,BitterLaser,1,206,60,173,26,147,87,45,55,42,13,5
15-09-2023,Honeycomb,2,384,271,77,7,70,52,30,19,2,17,1
15-09-2023,ImpactTraining,3,185,6,119,114,5,84,45,60,5,55,7
15-09-2023,GrayPanthers,2,514,463,311,226,85,78,56,51,44,7,5
15-09-2023,GrayPanthers,1,749,627,361,309,52,94,55,39,11,28,1
15-10-2021,Honeycomb,2,206,164,139,15,124,69,41,53,38,15,6
15-10-2021,ImpactTraining,2,105,89,96,53,43,90,47,45,22,23,4
15-10-2021,PrimeSeven,1,760,728,517,198,319,52,25,30,3,27,3
15-10-2021,ImpactTraining,3,819,637,10,4,6,70,6,29,12,17,0
15-10-2021,PrimeSeven,1,951,830,726,309,417,70,11,46,13,33,0
15-10-2021,PrimeSeven,1,398,87,356,6,350,83,17,1,0,1,0
15-10-2022,Quicksilver,1,814,105,710,371,339,85,6,65,54,11,5
15-10-2022,Mustangs,2,942,773,146,29,117,79,76,12,10,2,0
15-10-2022,BitterLaser,1,513,64,445,242,203,100,39,86,29,57,0
15-10-2022,Discovery,2,459,273,253,123,130,70,64,28,2,26,2
15-10-2022,ImpactTraining,2,983,570,386,240,146,70,9,68,58,10,7
15-10-2022,Honeycomb,3,819,360,719,296,423,79,59,74,8,66,7
15-10-2022,Honeycomb,1,459,71,173,99,74,95,79,52,16,36,0
15-10-2022,BitterLaser,2,942,272,46,45,1,91,39,26,4,22,0
15-10-2022,Honeycomb,2,521,227,251,107,144,92,57,27,11,16,2
15-10-2022,Mustangs,3,631,534,576,69,507,85,25,39,32,7,1
15-10-2022,Discovery,2,509,371,262,82,180,52,43,29,13,16,0
15-10-2023,Honeycomb,1,199,162,107,49,58,83,1,15,0,15,1
15-10-2023,ImpactTraining,1,802,408,675,141,534,53,8,4,0,4,0
15-10-2023,GrayPanthers,2,944,782,517,359,158,88,67,83,46,37,3
15-10-2023,Mustangs,1,460,363,375,347,28,78,55,63,23,40,7
15-10-2023,Aurora,3,778,232,80,20,60,68,4,2,1,1,0
15-10-2023,Discovery,3,622,598,57,12,45,63,62,11,6,5,0
15-10-2023,Discovery,1,242,163,204,145,59,80,18,15,1,14,1
15-11-2021,Quicksilver,2,156,22,3,1,2,74,1,12,4,8,0
15-11-2021,Aurora,1,579,358,5,0,5,80,43,40,3,37,5
15-11-2021,GrayPanthers,2,138,68,58,19,39,67,37,51,17,34,0
15-11-2021,GrayPanthers,3,339,40,304,142,162,71,11,46,17,29,0
15-11-2021,Aurora,2,157,117,146,92,54,71,57,14,6,8,1
15-11-2021,GrayPanthers,3,565,66,227,111,116,68,18,28,10,18,1
15-11-2021,Quicksilver,3,749,322,17,14,3,77,66,9,2,7,0
15-11-2021,Aurora,2,143,103,113,77,36,75,57,33,31,2,1
15-11-2021,GrayPanthers,1,868,101,62,29,33,58,39,23,11,12,0
15-11-2021,CelestialInterface,3,127,39,84,0,84,72,14,57,10,47,1
15-11-2021,PrimeSeven,2,730,64,278,9,269,88,48,86,34,52,11
15-11-2022,PrimeSeven,2,769,649,393,279,114,97,60,89,53,36,0
15-11-2022,Discovery,3,968,473,923,588,335,71,0,15,7,8,0
15-11-2022,Mustangs,3,269,103,7,6,1,87,20,4,1,3,0
15-11-2022,ImpactTraining,2,809,40,250,249,1,98,72,12,7,5,0
15-11-2022,Honeycomb,3,968,606,22,0,22,84,62,18,10,8,1
15-11-2022,ImpactTraining,2,699,490,330,201,129,63,42,61,11,50,7
15-11-2022,GrayPanthers,1,505,338,130,101,29,78,75,6,3,3,0
15-11-2022,PrimeSeven,2,655,382,645,7,638,94,64,16,3,13,0
15-11-2022,Honeycomb,1,954,350,273,162,111,78,49,45,7,38,5
15-11-2022,Discovery,1,162,19,56,54,2,98,70,8,7,1,0
15-11-2023,PrimeSeven,2,487,179,178,73,105,54,18,1,0,1,0
15-11-2023,Quicksilver,3,327,1,224,83,141,75,44,74,35,39,10
15-11-2023,CelestialInterface,2,708,393,283,145,138,52,41,37,13,24,0
15-11-2023,Honeycomb,1,645,52,424,422,2,66,8,18,7,11,1
15-11-2023,Quicksilver,1,211,157,157,100,57,68,13,33,21,12,2
15-11-2023,Quicksilver,3,380,70,149,86,63,63,14,1,0,1,0
15-11-2023,ImpactTraining,3,984,643,307,143,164,67,55,27,10,17,0
15-11-2023,GrayPanthers,3,636,354,92,27,65,63,47,42,38,4,3
15-11-2023,GrayPanthers,3,120,22,52,36,16,61,48,11,1,10,0
15-12-2021,Mustangs,2,527,69,151,92,59,80,33,56,48,8,0
15-12-2021,Discovery,1,845,127,507,253,254,99,46,30,5,25,3
15-12-2021,Honeycomb,1,492,387,222,160,62,95,35,59,39,20,0
15-12-2021,PrimeSeven,3,286,193,114,12,102,62,53,37,26,11,3
15-12-2021,CelestialInterface,1,620,436,153,36,117,60,18,5,2,3,0
15-12-2021,Aurora,2,567,186,85,8,77,70,62,62,42,20,5
15-12-2021,GrayPanthers,3,182,120,71,12,59,100,45,86,33,53,3
15-12-2021,Quicksilver,1,271,188,207,146,61,61,13,54,10,44,5
15-12-2021,CelestialInterface,1,357,327,264,196,68,77,34,11,1,10,0
15-12-2021,GrayPanthers,3,370,78,336,86,250,95,82,94,3,91,11
15-12-2021,CelestialInterface,1,849,37,44,37,7,97,45,17,1,16,1
15-12-2021,GrayPanthers,1,391,377,128,127,1,97,34,54,39,15,0
15-12-2021,BitterLaser,3,787,134,394,306,88,83,56,12,2,10,0
15-12-2022,PrimeSeven,1,535,320,267,63,204,78,47,7,3,4,0
15-12-2022,Honeycomb,2,556,426,264,21,243,86,9,51,27,24,2
15-12-2022,Mustangs,3,781,378,199,75,124,79,44,72,69,3,3
15-12-2022,Honeycomb,3,533,451,417,277,140,92,25,28,15,13,0
15-12-2023,BitterLaser,1,735,363,37,33,4,88,19,25,6,19,0
15-12-2023,Quicksilver,2,750,503,216,207,9,80,76,72,17,55,0
15-12-2023,Honeycomb,3,608,513,13,8,5,81,51,76,34,42,10
15-12-2023,ImpactTraining,2,460,410,104,65,39,57,13,17,9,8,1
15-12-2023,Quicksilver,3,721,27,451,279,172,77,61,43,0,43,4
15-12-2023,ImpactTraining,2,441,412,382,264,118,93,38,8,1,7,0
15-12-2023,PrimeSeven,2,936,554,225,196,29,62,49,9,5,4,0
15-12-2023,Honeycomb,2,842,604,798,149,649,75,63,40,8,32,2
15-12-2023,BitterLaser,2,564,191,33,14,19,85,74,45,5,40,5
15-12-2023,Quicksilver,2,734,530,237,75,162,74,42,30,18,12,0
15-12-2023,Honeycomb,1,838,102,367,53,314,58,49,26,19,7,0
16-01-2021,BitterLaser,1,400,285,230,181,49,82,75,69,15,54,2
16-01-2021,Quicksilver,3,328,183,172,151,21,65,6,61,60,1,4
16-01-2021,Quicksilver,2,581,46,369,5,364,77,51,23,21,2,2
16-01-2021,GrayPanthers,1,381,298,159,87,72,56,0,39,15,24,0
16-01-2021,Aurora,1,294,11,26,6,20,78,64,33,1,32,0
16-01-2021,CelestialInterface,3,614,578,472,411,61,80,29,53,33,20,4
16-01-2021,Mustangs,3,968,602,1,0,1,67,63,47,11,36,3
16-01-2021,Quicksilver,1,428,258,125,21,104,69,45,64,27,37,7
16-01-2021,Honeycomb,1,541,398,139,56,83,61,39,28,19,9,1
16-01-2021,GrayPanthers,1,654,161,628,408,220,52,50,11,7,4,0
16-01-2021,Honeycomb,3,653,310,348,256,92,82,79,62,8,54,5
16-01-2022,PrimeSeven,1,997,585,810,20,790,95,65,19,0,19,1
16-01-2022,Honeycomb,1,453,226,99,16,83,84,13,72,13,59,5
16-01-2022,BitterLaser,1,535,188,1,0,1,72,17,44,2,42,3
16-01-2022,ImpactTraining,3,867,506,266,185,81,86,24,37,7,30,1
16-01-2022,BitterLaser,2,361,149,93,38,55,56,18,48,39,9,1
16-01-2023,PrimeSeven,3,452,390,242,218,24,54,17,13,3,10,0
16-01-2023,PrimeSeven,1,615,46,23,2,21,84,74,70,67,3,2
16-01-2023,Aurora,3,976,372,467,13,454,50,17,40,18,22,3
16-01-2023,Mustangs,2,563,149,212,7,205,59,47,19,13,6,0
16-01-2023,Quicksilver,2,930,339,410,144,266,68,37,40,16,24,4
16-02-2021,GrayPanthers,2,885,572,138,5,133,92,14,43,23,20,4
16-02-2021,GrayPanthers,2,359,19,44,30,14,76,32,66,6,60,3
16-02-2021,Quicksilver,3,246,80,26,4,22,89,31,62,52,10,0
16-02-2021,Mustangs,1,746,554,262,110,152,77,0,43,24,19,3
16-02-2021,Aurora,1,734,270,212,152,60,89,74,77,63,14,6
16-02-2021,Discovery,2,454,381,252,179,73,81,21,9,6,3,0
16-02-2021,CelestialInterface,2,216,25,8,3,5,83,10,31,2,29,3
16-02-2021,BitterLaser,1,768,379,39,11,28,71,25,19,10,9,1
16-02-2021,Discovery,1,216,143,46,11,35,54,8,17,0,17,1
16-02-2021,ImpactTraining,1,567,163,537,457,80,71,41,45,34,11,5
16-02-2021,Discovery,1,718,404,434,100,334,79,26,17,11,6,0
16-02-2021,Discovery,3,861,155,852,219,633,65,2,12,4,8,0
16-02-2021,ImpactTraining,1,851,467,386,163,223,52,38,10,6,4,0
16-02-2021,Quicksilver,1,829,498,395,252,143,57,40,45,1,44,5
16-02-2022,Honeycomb,2,751,148,396,128,268,87,66,18,11,7,1
16-02-2022,Aurora,1,522,134,328,44,284,69,46,2,0,2,0
16-02-2022,Quicksilver,3,426,388,119,46,73,86,39,19,0,19,1
16-02-2022,Discovery,1,528,231,514,33,481,86,75,48,44,4,2
16-02-2022,Discovery,3,574,218,521,223,298,75,56,11,6,5,0
16-02-2022,Mustangs,1,808,186,141,116,25,63,48,18,3,15,1
16-02-2022,Honeycomb,2,658,592,572,184,388,86,82,19,3,16,0
16-02-2022,CelestialInterface,2,224,70,109,24,85,90,51,4,2,2,0
16-02-2022,Aurora,1,857,757,369,246,123,64,40,43,6,37,0
16-02-2022,Discovery,3,105,18,64,47,17,51,34,39,34,5,0
16-02-2022,CelestialInterface,2,258,38,119,30,89,74,18,46,13,33,3
16-02-2023,CelestialInterface,3,735,165,86,5,81,95,29,59,7,52,6
16-02-2023,BitterLaser,2,571,397,453,247,206,62,14,60,38,22,2
16-02-2023,Discovery,1,899,709,508,386,122,83,17,8,1,7,0
16-02-2023,Quicksilver,2,508,396,370,66,304,57,21,0,0,0,0
16-02-2023,GrayPanthers,1,495,81,258,227,31,100,38,39,9,30,1
16-02-2023,CelestialInterface,3,450,438,330,188,142,61,50,45,40,5,0
16-02-2023,GrayPanthers,2,272,83,235,40,195,63,37,52,34,18,6
16-02-2023,Honeycomb,3,771,410,375,154,221,78,9,55,4,51,0
16-02-2023,ImpactTraining,1,419,2,30,2,28,71,53,66,17,49,2
16-02-2023,PrimeSeven,3,162,59,108,14,94,53,30,38,36,2,3
16-02-2023,Discovery,2,873,159,409,224,185,79,28,4,2,2,0
16-02-2023,Discovery,3,404,252,329,79,250,81,11,76,21,55,2
16-02-2023,Mustangs,2,337,213,139,15,124,67,47,65,31,34,4
16-03-2021,ImpactTraining,2,776,592,335,298,37,79,16,30,6,24,2
16-03-2021,ImpactTraining,1,229,139,19,10,9,94,27,29,28,1,3
16-03-2021,GrayPanthers,3,104,44,68,57,11,100,61,35,6,29,0
16-03-2021,CelestialInterface,1,489,204,343,77,266,93,65,29,23,6,3
16-03-2021,BitterLaser,1,756,656,472,0,472,75,10,51,28,23,6
16-03-2021,Honeycomb,3,474,469,410,226,184,72,9,43,28,15,3
16-03-2021,Aurora,3,592,71,188,84,104,77,44,70,41,29,1
16-03-2021,Mustangs,3,464,155,249,7,242,81,59,26,19,7,2
16-03-2022,CelestialInterface,3,298,87,212,139,73,91,84,1,0,1,0
16-03-2022,CelestialInterface,3,929,218,308,110,198,57,46,50,13,37,1
16-03-2022,GrayPanthers,3,350,173,102,30,72,69,58,50,17,33,2
16-03-2022,Mustangs,3,581,62,197,100,97,93,23,29,9,20,3
16-03-2022,GrayPanthers,2,443,400,57,5,52,73,39,6,5,1,0
16-03-2022,Aurora,2,658,509,17,14,3,66,9,12,6,6,0
16-03-2022,Aurora,3,554,204,297,209,88,52,17,30,4,26,3
16-03-2022,GrayPanthers,3,496,210,327,259,68,97,49,9,0,9,0
16-03-2023,ImpactTraining,3,220,183,78,66,12,82,1,77,70,7,0
16-03-2023,Aurora,3,281,83,55,9,46,75,28,35,8,27,3
16-03-2023,CelestialInterface,1,227,7,16,13,3,95,64,91,82,9,3
16-03-2023,Discovery,1,322,181,195,104,91,75,43,62,5,57,2
16-03-2023,GrayPanthers,3,893,389,851,87,764,72,8,29,2,27,1
16-03-2023,Honeycomb,2,771,86,484,77,407,86,10,53,14,39,4
16-04-2021,BitterLaser,1,645,616,570,498,72,70,66,2,0,2,0
16-04-2021,BitterLaser,3,333,71,194,127,67,91,42,23,0,23,2
16-04-2021,GrayPanthers,2,733,688,439,216,223,61,22,14,3,11,0
16-04-2021,ImpactTraining,3,311,177,283,239,44,66,35,20,10,10,1
16-04-2022,Discovery,1,511,253,266,117,149,89,76,8,6,2,0
16-04-2022,Quicksilver,2,605,323,183,134,49,80,47,71,2,69,2
16-04-2022,PrimeSeven,2,786,448,227,129,98,96,26,34,7,27,1
16-04-2022,Quicksilver,1,183,170,155,84,71,94,22,53,47,6,6
16-04-2022,Honeycomb,1,774,538,224,81,143,88,54,41,34,7,4
16-04-2022,ImpactTraining,1,748,497,624,473,151,83,75,74,53,21,6
16-04-2022,BitterLaser,1,518,468,41,31,10,81,4,17,11,6,1
16-04-2022,GrayPanthers,1,547,312,510,405,105,91,3,13,2,11,0
16-04-2023,Aurora,1,910,401,507,92,415,82,10,32,24,8,3
16-04-2023,BitterLaser,1,411,249,345,304,41,92,77,33,29,4,1
16-04-2023,GrayPanthers,1,688,549,15,13,2,91,56,62,48,14,5
16-04-2023,Discovery,2,126,106,63,17,46,56,27,47,13,34,6
16-04-2023,Quicksilver,1,628,335,332,109,223,99,58,15,13,2,1
16-04-2023,Quicksilver,2,490,311,185,68,117,96,88,21,8,13,2
16-04-2023,GrayPanthers,2,631,584,286,135,151,59,13,4,2,2,0
16-04-2023,CelestialInterface,2,801,374,793,729,64,62,49,9,6,3,0
16-05-2021,GrayPanthers,3,165,80,80,49,31,95,62,66,36,30,8
16-05-2021,ImpactTraining,3,180,132,73,64,9,61,34,16,3,13,1
16-05-2021,Mustangs,1,371,303,241,168,73,78,70,57,14,43,6
16-05-2021,Mustangs,3,832,546,488,305,183,54,35,15,8,7,1
16-05-2021,ImpactTraining,1,733,96,591,152,439,71,15,9,8,1,0
16-05-2021,BitterLaser,1,217,176,202,164,38,83,11,41,5,36,0
16-05-2021,ImpactTraining,1,483,219,302,25,277,84,67,58,30,28,1
16-05-2021,ImpactTraining,1,127,41,108,9,99,87,32,6,3,3,0
16-05-2021,Mustangs,3,228,19,96,55,41,87,29,78,23,55,4
16-05-2021,Honeycomb,3,565,556,219,91,128,65,45,0,0,0,0
16-05-2021,Mustangs,1,206,110,57,16,41,82,39,4,3,1,0
16-05-2021,PrimeSeven,1,582,61,476,115,361,85,46,1,0,1,0
16-05-2022,CelestialInterface,2,995,508,44,29,15,66,59,32,16,16,1
16-05-2022,Quicksilver,2,320,138,228,89,139,62,24,8,2,6,0
16-05-2022,Aurora,1,250,92,4,1,3,66,30,35,22,13,1
16-05-2022,PrimeSeven,1,299,277,64,20,44,63,25,10,1,9,0
16-05-2022,Aurora,1,938,931,481,33,448,90,15,0,0,0,0
16-05-2022,Discovery,2,837,208,583,286,297,69,19,58,35,23,1
16-05-2022,Quicksilver,3,282,101,106,12,94,87,43,62,50,12,7
16-05-2022,GrayPanthers,3,548,374,78,45,33,77,37,0,0,0,0
16-05-2022,GrayPanthers,3,873,221,829,384,445,81,24,8,6,2,0
16-05-2022,Discovery,2,943,796,163,106,57,97,34,50,18,32,4
16-05-2023,Aurora,1,784,1,184,50,134,93,12,51,33,18,5
16-05-2023,BitterLaser,3,347,338,212,77,135,86,16,48,9,39,5
16-05-2023,GrayPanthers,1,448,207,437,124,313,87,17,75,70,5,10
16-05-2023,CelestialInterface,2,492,362,293,117,176,70,6,31,3,28,1
16-05-2023,CelestialInterface,1,951,781,881,246,635,90,71,66,50,16,4
16-05-2023,GrayPanthers,1,770,382,764,718,46,76,35,8,1,7,0
16-05-2023,Quicksilver,3,965,435,795,285,510,90,28,56,7,49,4
16-05-2023,GrayPanthers,1,692,583,177,95,82,97,25,45,14,31,1
16-05-2023,PrimeSeven,1,249,210,41,9,32,81,3,47,19,28,2
16-05-2023,Mustangs,1,505,74,187,32,155,76,55,8,5,3,0
16-05-2023,GrayPanthers,3,206,119,151,14,137,71,47,70,53,17,6
16-05-2023,BitterLaser,2,328,120,246,58,188,69,19,62,28,34,4
16-05-2023,PrimeSeven,2,180,168,67,35,32,96,79,59,51,8,7
16-05-2023,Discovery,1,964,876,546,513,33,59,43,19,15,4,1
16-06-2021,GrayPanthers,1,782,187,504,7,497,58,2,41,23,18,0
16-06-2021,BitterLaser,2,340,339,228,44,184,77,57,64,62,2,0
16-06-2021,Honeycomb,3,939,154,249,244,5,59,37,42,37,5,2
16-06-2021,Discovery,1,534,467,151,77,74,63,41,56,19,37,7
16-06-2021,Aurora,2,115,71,60,25,35,84,52,15,12,3,1
16-06-2021,Mustangs,1,773,299,35,13,22,58,38,45,6,39,1
16-06-2022,GrayPanthers,2,327,271,108,43,65,100,43,59,11,48,3
16-06-2022,GrayPanthers,1,367,162,192,13,179,60,49,27,3,24,1
16-06-2022,CelestialInterface,2,957,295,460,369,91,72,64,5,1,4,0
16-06-2022,Mustangs,3,242,75,128,39,89,92,7,87,32,55,6
16-06-2022,PrimeSeven,1,698,574,2,0,2,70,26,49,44,5,4
16-06-2022,GrayPanthers,1,596,256,591,522,69,96,34,72,65,7,2
16-06-2022,ImpactTraining,2,482,473,442,260,182,77,13,67,36,31,0
16-06-2022,BitterLaser,1,765,58,364,83,281,92,27,5,3,2,0
16-06-2022,Discovery,2,755,717,606,153,453,84,12,47,11,36,3
16-06-2023,CelestialInterface,3,531,156,113,77,36,62,20,49,15,34,6
16-06-2023,Honeycomb,3,708,117,346,13,333,90,73,80,3,77,3
16-06-2023,Mustangs,1,492,244,475,273,202,73,58,25,21,4,2
16-06-2023,ImpactTraining,2,356,180,349,281,68,77,50,25,14,11,0
16-06-2023,Quicksilver,3,298,199,210,182,28,77,14,26,25,1,0
16-06-2023,PrimeSeven,3,618,554,143,32,111,53,7,25,14,11,0
16-07-2021,Mustangs,3,561,447,186,153,33,59,18,32,27,5,3
16-07-2021,ImpactTraining,2,408,348,28,27,1,65,6,24,20,4,0
16-07-2021,PrimeSeven,3,215,8,204,48,156,61,15,58,25,33,2
16-07-2021,Mustangs,1,468,374,113,91,22,90,31,70,3,67,7
16-07-2021,Honeycomb,3,742,737,54,13,41,76,74,26,1,25,1
16-07-2021,CelestialInterface,2,354,196,15,13,2,99,68,9,8,1,0
16-07-2022,Aurora,1,240,161,231,220,11,74,28,47,12,35,3
16-07-2022,Aurora,2,766,375,439,352,87,96,48,21,8,13,0
16-07-2022,CelestialInterface,3,692,128,195,133,62,83,28,12,9,3,0
16-07-2022,GrayPanthers,1,128,4,95,62,33,89,12,37,10,27,2
16-07-2022,Aurora,1,503,285,53,26,27,96,47,24,10,14,2
16-07-2022,PrimeSeven,3,420,344,392,98,294,92,46,71,46,25,7
16-07-2023,ImpactTraining,3,458,26,248,163,85,72,21,15,7,8,0
16-07-2023,BitterLaser,2,192,100,33,0,33,50,9,30,5,25,0
16-07-2023,PrimeSeven,2,838,324,682,35,647,72,14,39,38,1,0
16-07-2023,CelestialInterface,2,470,293,35,24,11,94,8,85,5,80,1
16-07-2023,BitterLaser,1,688,146,97,0,97,76,65,29,20,9,3
16-07-2023,BitterLaser,1,871,763,145,115,30,52,12,26,23,3,1
16-07-2023,Quicksilver,1,259,61,32,9,23,99,7,54,36,18,6
16-08-2021,CelestialInterface,2,428,276,204,148,56,90,17,63,9,54,0
16-08-2021,Discovery,2,705,403,500,458,42,61,30,23,15,8,1
16-08-2021,CelestialInterface,2,955,459,80,18,62,92,9,8,5,3,0
16-08-2021,BitterLaser,3,970,277,85,42,43,53,38,10,3,7,0
16-08-2021,Mustangs,1,352,102,351,116,235,99,32,14,11,3,0
16-08-2021,ImpactTraining,3,446,350,4,3,1,53,0,46,2,44,2
16-08-2022,Quicksilver,2,909,279,642,474,168,67,8,51,20,31,3
16-08-2022,BitterLaser,1,516,375,2,0,2,81,33,55,33,22,1
16-08-2022,Mustangs,2,483,20,140,2,138,58,17,22,2,20,0
16-08-2022,Discovery,2,106,79,96,61,35,58,32,19,14,5,1
16-08-2022,GrayPanthers,3,945,517,103,55,48,98,76,76,52,24,8
16-08-2022,ImpactTraining,1,494,5,8,2,6,82,23,77,59,18,2
16-08-2022,Aurora,1,355,209,21,1,20,65,33,7,4,3,0
16-08-2022,ImpactTraining,2,438,26,197,68,129,66,42,55,6,49,1
16-08-2023,Aurora,3,854,786,336,234,102,52,22,33,1,32,3
16-08-2023,CelestialInterface,1,594,478,58,33,25,87,78,82,23,59,8
16-08-2023,GrayPanthers,3,407,396,303,163,140,60,17,31,0,31,0
16-08-2023,CelestialInterface,1,141,51,12,11,1,92,3,8,7,1,0
16-08-2023,Quicksilver,1,722,66,631,455,176,100,77,44,21,23,4
16-08-2023,BitterLaser,2,892,763,206,149,57,83,37,48,4,44,5
16-08-2023,Aurora,1,892,563,517,149,368,84,49,62,60,2,4
16-08-2023,Quicksilver,1,204,107,110,83,27,52,47,8,2,6,0
16-08-2023,BitterLaser,1,623,42,389,288,101,64,17,48,8,40,4
16-08-2023,CelestialInterface,1,319,80,316,81,235,76,38,73,36,37,1
16-08-2023,PrimeSeven,3,515,465,129,13,116,59,12,17,13,4,1
16-08-2023,Quicksilver,3,138,130,62,7,55,82,21,49,12,37,6
16-09-2021,Quicksilver,1,306,246,50,34,16,89,31,74,14,60,2
16-09-2021,BitterLaser,3,508,49,154,55,99,100,13,36,35,1,3
16-09-2021,BitterLaser,1,231,194,61,38,23,76,53,1,0,1,0
16-09-2021,Discovery,3,447,257,118,82,36,79,47,20,0,20,1
16-09-2021,GrayPanthers,1,729,257,511,266,245,69,8,36,6,30,3
16-09-2021,Discovery,3,471,366,48,36,12,97,68,89,3,86,5
16-09-2022,Quicksilver,2,809,604,27,15,12,87,60,82,59,23,5
16-09-2022,ImpactTraining,2,636,191,396,228,168,78,15,67,60,7,3
16-09-2022,Honeycomb,2,100,0,57,38,19,77,41,9,6,3,0
16-09-2022,ImpactTraining,3,301,0,115,64,51,90,49,27,4,23,3
16-09-2022,PrimeSeven,1,641,623,302,23,279,91,8,3,2,1,0
16-09-2022,Honeycomb,3,565,405,264,194,70,73,39,58,25,33,5
16-09-2022,Aurora,3,679,526,519,0,519,85,51,13,6,7,0
16-09-2022,PrimeSeven,3,362,207,301,103,198,91,50,8,3,5,0
16-09-2023,ImpactTraining,1,759,333,413,214,199,68,34,59,23,36,6
16-09-2023,Aurora,3,754,322,212,106,106,51,12,20,10,10,2
16-09-2023,Aurora,1,386,127,68,10,58,89,0,49,24,25,2
16-09-2023,Honeycomb,1,354,319,293,279,14,51,31,39,14,25,2
16-09-2023,BitterLaser,1,700,292,542,541,1,86,17,52,3,49,0
16-09-2023,GrayPanthers,2,158,44,27,2,25,93,53,58,34,24,4
16-09-2023,PrimeSeven,1,341,260,317,98,219,80,31,29,12,17,0
16-09-2023,Honeycomb,2,110,47,60,56,4,87,44,21,2,19,0
16-09-2023,Mustangs,3,972,309,316,169,147,60,33,5,3,2,0
16-09-2023,BitterLaser,2,147,145,125,97,28,93,53,5,2,3,0
16-09-2023,Aurora,1,743,157,684,608,76,66,49,64,55,9,4
16-09-2023,Mustangs,2,897,806,312,138,174,64,49,36,35,1,0
16-09-2023,BitterLaser,1,855,514,635,260,375,57,6,19,14,5,1
16-10-2021,Aurora,3,120,42,43,3,40,76,75,10,9,1,0
16-10-2021,Honeycomb,3,591,63,62,54,8,91,46,77,8,69,7
16-10-2021,Quicksilver,2,786,11,301,282,19,96,75,65,1,64,5
16-10-2021,Mustangs,1,163,94,20,12,8,84,57,22,6,16,2
16-10-2021,Honeycomb,2,289,93,21,11,10,50,13,5,3,2,0
16-10-2021,Quicksilver,2,769,427,547,48,499,61,43,14,13,1,0
16-10-2021,Discovery,1,980,813,134,3,131,93,51,19,15,4,0
16-10-2021,Aurora,1,540,403,22,20,2,66,32,28,19,9,1
16-10-2021,GrayPanthers,1,397,61,171,62,109,90,24,44,18,26,5
16-10-2021,GrayPanthers,3,207,30,156,73,83,89,7,20,9,11,1
16-10-2022,PrimeSeven,2,532,183,237,140,97,79,45,14,2,12,0
16-10-2022,Honeycomb,3,689,16,256,194,62,66,55,55,27,28,5
16-10-2022,Honeycomb,3,533,391,354,293,61,75,70,33,0,33,2
16-10-2022,Quicksilver,1,403,258,293,140,153,70,63,54,39,15,4
16-10-2022,GrayPanthers,3,480,262,184,81,103,72,69,58,18,40,5
16-10-2022,Discovery,3,322,23,278,8,270,87,75,65,56,9,8
16-10-2022,CelestialInterface,3,689,460,246,216,30,70,54,12,10,2,0
16-10-2022,PrimeSeven,3,311,280,90,46,44,72,63,20,5,15,2
16-10-2022,Mustangs,2,421,84,217,58,159,71,61,49,27,22,1
16-10-2022,CelestialInterface,2,557,195,360,32,328,91,43,85,8,77,8
16-10-2022,ImpactTraining,2,476,326,34,20,14,72,24,39,2,37,3
16-10-2023,Mustangs,1,456,277,455,328,127,72,13,51,21,30,0
16-10-2023,Discovery,2,146,35,14,8,6,80,59,54,16,38,4
16-10-2023,Discovery,3,760,686,31,27,4,100,65,30,13,17,3
16-10-2023,PrimeSeven,2,635,506,219,177,42,86,37,4,1,3,0
16-10-2023,Mustangs,3,654,344,165,41,124,79,15,37,14,23,0
16-10-2023,ImpactTraining,3,977,676,755,544,211,73,17,46,40,6,3
16-10-2023,Discovery,2,981,665,334,286,48,54,18,47,27,20,1
16-10-2023,BitterLaser,1,1000,915,352,94,258,99,79,26,25,1,2
16-10-2023,Quicksilver,1,513,177,209,50,159,100,99,16,3,13,0
16-10-2023,GrayPanthers,2,122,61,33,14,19,56,23,20,3,17,2
16-11-2021,Mustangs,1,728,497,445,119,326,88,27,86,79,7,9
16-11-2021,ImpactTraining,2,502,32,394,63,331,87,74,26,17,9,0
16-11-2021,CelestialInterface,2,312,292,64,14,50,55,9,7,0,7,0
16-11-2021,Quicksilver,1,629,139,236,121,115,63,27,49,23,26,1
16-11-2021,ImpactTraining,2,902,817,849,307,542,96,0,44,9,35,0
16-11-2021,Discovery,3,747,289,30,16,14,76,30,24,14,10,0
16-11-2021,Honeycomb,1,765,645,672,613,59,70,49,23,8,15,0
16-11-2021,ImpactTraining,1,753,570,156,97,59,59,5,41,23,18,3
16-11-2021,ImpactTraining,1,303,90,203,132,71,62,59,38,0,38,0
16-11-2021,Honeycomb,3,470,43,131,63,68,71,15,13,4,9,0
16-11-2021,Discovery,1,108,79,7,1,6,78,55,4,3,1,0
16-11-2021,Aurora,2,684,204,486,333,153,88,23,18,16,2,0
